age,overall,potential,xg_p90,xa_p90,tackles_p90,interceptions_p90,aerial_wins_p90,pace,pressing,creativity,ball_carrying,finishing,duel_strength,injury_prone,league_jump,tactical_fit,target_team,target_league,transfer_success
29,83,85,0.498,0.417,1.036,0.375,0.679,0.808,0.202,0.4,0.549,0.552,0.654,0.12,0.8909090909090909,0.8271809523809524,Inter,Serie A,1
20,80,84,0.241,0.094,1.58,0.702,0.94,0.616,0.737,0.795,0.741,0.646,0.601,0.0,1.0,0.9351587301587301,Bayern Munich,Bundesliga,1
23,84,84,0.038,0.18,1.331,0.238,0.111,0.688,0.554,0.456,0.647,0.49,0.587,0.0,0.98,0.9129375,Juventus,Serie A,1
25,88,92,0.535,0.166,0.394,0.079,1.426,0.617,0.599,0.667,0.429,0.832,0.344,0.065,1.1578947368421053,0.805078125,Manchester City,Premier League,1
24,91,91,0.044,0.08,3.072,2.58,2.648,0.452,0.47,0.568,0.464,0.525,1.0,0.065,1.0,0.7875444444444444,AC Milan,Serie A,1
23,84,84,0.367,0.259,0.0,0.0,0.484,0.576,0.749,0.65,0.618,0.625,0.234,0.21,1.1578947368421053,0.9084111111111111,Chelsea,Premier League,1
26,86,94,0.045,0.017,1.978,1.468,1.778,0.65,0.691,0.793,0.62,0.4,0.534,0.0,1.1224489795918369,0.9738730158730159,Chelsea,Premier League,1
23,84,84,0.367,0.259,0.0,0.0,0.484,0.576,0.749,0.65,0.618,0.625,0.234,0.21,1.105263157894737,0.8457095238095238,Atletico Madrid,La Liga,1
31,85,88,0.0,0.0,0.091,0.081,0.113,0.443,0.352,0.675,0.602,0.907,0.613,0.2,0.9333333333333332,0.8422952380952381,AC Milan,Serie A,1
24,86,86,0.043,0.064,1.286,0.494,2.532,0.472,0.433,0.637,0.629,0.326,0.835,0.035,0.9523809523809523,0.79125,Borussia Dortmund,Bundesliga,1
28,74,81,0.1,0.099,2.75,1.136,1.593,0.528,0.644,0.949,0.777,0.504,0.461,0.19,1.1224489795918369,0.9315301587301588,Chelsea,Premier League,1
28,74,81,0.1,0.099,2.75,1.136,1.593,0.528,0.644,0.949,0.777,0.504,0.461,0.19,1.1224489795918369,0.8883875000000001,Liverpool,Premier League,1
20,84,90,0.054,0.18,2.317,1.137,0.99,0.406,0.652,0.539,0.507,0.578,0.643,0.02,0.9333333333333332,0.9283625,Juventus,Serie A,0
31,79,79,0.129,0.041,0.728,1.378,0.802,0.337,0.492,0.496,0.512,0.324,0.522,0.49,1.0476190476190477,0.787384375,Arsenal,Premier League,0
26,72,78,0.092,0.117,2.441,1.425,1.79,0.678,0.63,0.475,0.623,0.471,0.73,0.015,0.9693877551020408,0.880184375,Paris Saint-Germain,Ligue 1,1
36,78,78,0.289,0.032,0.308,0.428,0.823,0.62,0.618,0.516,0.308,0.848,0.605,0.335,0.9333333333333332,0.8390507936507936,AC Milan,Serie A,0
30,73,73,0.416,0.027,0.195,0.71,2.45,0.75,0.728,0.397,0.271,0.715,0.69,0.25,1.05,0.9207825396825398,Atletico Madrid,La Liga,1
26,81,81,0.0,0.0,0.0,0.049,0.039,0.489,0.462,0.543,0.592,0.399,0.659,0.0,0.98,0.892879365079365,Inter,Serie A,1
34,90,90,0.107,0.138,1.749,1.455,0.455,0.411,0.823,0.441,0.352,0.477,0.613,0.235,0.9523809523809523,0.82803125,Borussia Dortmund,Bundesliga,1
31,76,77,0.586,0.0,0.301,0.685,1.989,0.513,0.209,0.646,0.533,0.548,0.569,0.16,1.1224489795918369,0.8467063492063492,Chelsea,Premier League,1
24,86,86,0.043,0.064,1.286,0.494,2.532,0.472,0.433,0.637,0.629,0.326,0.835,0.035,0.9523809523809523,0.79125,Borussia Dortmund,Bundesliga,1
32,85,86,0.384,0.244,1.01,0.436,0.843,0.544,0.452,0.767,0.562,0.366,0.358,0.425,0.9545454545454545,0.88455,Real Madrid,La Liga,0
31,73,73,0.0,0.0,0.063,0.005,0.059,0.685,0.661,0.526,0.452,0.632,0.578,0.215,0.9333333333333332,0.9426218749999999,Juventus,Serie A,1
24,86,86,0.043,0.064,1.286,0.494,2.532,0.472,0.433,0.637,0.629,0.326,0.835,0.035,1.0476190476190477,0.8376666666666667,Chelsea,Premier League,1
20,84,90,0.054,0.18,2.317,1.137,0.99,0.406,0.652,0.539,0.507,0.578,0.643,0.02,0.9333333333333332,0.9283625,Juventus,Serie A,1
26,83,89,0.425,0.134,0.253,0.34,1.791,0.635,0.585,0.591,0.42,0.678,0.527,0.185,0.8909090909090909,0.9110619047619047,Inter,Serie A,1
38,87,89,0.125,0.242,2.366,1.503,0.572,0.605,0.663,0.402,0.678,0.43,0.645,0.27,1.0476190476190477,0.878559375,Arsenal,Premier League,0
22,87,91,1.082,0.138,0.632,0.195,0.477,0.318,0.389,0.681,0.591,0.762,0.829,0.03,1.05,0.79426875,Real Madrid,La Liga,1
26,78,88,0.013,0.049,1.785,1.356,1.3,0.307,0.435,0.826,0.986,0.374,0.675,0.265,0.9545454545454545,0.7803349206349207,Atletico Madrid,La Liga,1
32,88,90,0.0,0.072,0.911,1.361,2.138,0.135,0.452,0.653,0.732,0.716,0.491,0.36,0.9545454545454545,0.867190625,Real Madrid,La Liga,0
22,87,91,1.082,0.138,0.632,0.195,0.477,0.318,0.389,0.681,0.591,0.762,0.829,0.03,1.1,0.72551875,Manchester City,Premier League,1
22,87,91,1.082,0.138,0.632,0.195,0.477,0.318,0.389,0.681,0.591,0.762,0.829,0.03,1.1,0.72551875,Manchester City,Premier League,1
28,72,78,0.0,0.0,0.082,0.0,0.067,0.488,0.337,0.617,0.62,0.32,0.584,0.175,1.0204081632653061,0.8076500000000001,Borussia Dortmund,Bundesliga,0
26,84,92,0.139,0.103,0.747,0.454,0.941,0.384,0.688,0.648,0.42,0.577,0.732,0.0,1.0476190476190477,0.8749761904761905,Chelsea,Premier League,0
23,89,89,0.188,0.285,1.467,1.053,1.115,0.619,0.705,0.621,0.664,0.584,0.63,0.0,0.8909090909090909,0.958090625,Juventus,Serie A,1
24,80,80,0.172,0.33,1.18,0.826,0.18,0.278,0.213,0.521,0.829,0.543,0.744,0.105,1.0,0.785471875,Real Madrid,La Liga,1
29,71,72,0.006,0.092,1.805,1.519,2.526,0.669,0.258,0.326,0.412,0.769,0.772,0.035,0.9333333333333332,0.7950095238095238,Inter,Serie A,1
36,78,78,0.289,0.032,0.308,0.428,0.823,0.62,0.618,0.516,0.308,0.848,0.605,0.335,1.0476190476190477,0.8303206349206349,Chelsea,Premier League,0
26,86,94,0.045,0.017,1.978,1.468,1.778,0.65,0.691,0.793,0.62,0.4,0.534,0.0,1.0,0.9171492063492064,Inter,Serie A,1
33,85,88,0.109,0.301,0.696,1.031,0.0,0.431,0.604,0.686,0.643,0.783,0.742,0.465,0.9333333333333332,0.9342222222222223,Inter,Serie A,0
33,81,82,0.0,0.114,2.013,2.174,1.457,0.692,0.793,0.285,0.746,0.551,0.519,0.335,1.0,0.911140625,Liverpool,Premier League,1
25,88,92,0.535,0.166,0.394,0.079,1.426,0.617,0.599,0.667,0.429,0.832,0.344,0.065,1.1578947368421053,0.823828125,Arsenal,Premier League,1
26,77,77,0.43,0.246,1.208,0.0,0.254,0.886,0.475,0.352,0.493,0.397,0.558,0.04,1.0,0.8700873015873015,AC Milan,Serie A,1
35,71,74,0.098,0.037,1.351,1.749,2.12,0.441,0.576,0.666,0.544,0.811,0.598,0.345,1.0476190476190477,0.8178125,Arsenal,Premier League,0
22,74,80,0.271,0.173,0.976,1.189,0.0,0.709,0.622,0.338,0.789,0.618,0.383,0.0,1.0,0.848228125,Liverpool,Premier League,0
25,72,73,0.097,0.0,1.947,1.466,1.23,0.716,0.584,0.489,0.614,0.262,0.622,0.05,1.0,0.865325,Arsenal,Premier League,1
26,78,88,0.013,0.049,1.785,1.356,1.3,0.307,0.435,0.826,0.986,0.374,0.675,0.265,0.9090909090909091,0.798071875,Borussia Dortmund,Bundesliga,1
36,78,78,0.289,0.032,0.308,0.428,0.823,0.62,0.618,0.516,0.308,0.848,0.605,0.335,1.0476190476190477,0.78419375,Liverpool,Premier League,0
23,80,80,0.114,0.073,1.966,2.718,0.434,0.619,0.818,0.556,0.357,0.346,0.456,0.0,1.1224489795918369,0.852934375,Liverpool,Premier League,1
25,77,80,0.0,0.0,0.135,0.163,0.0,0.476,0.684,0.434,0.457,0.452,0.465,0.115,1.1578947368421053,0.8933301587301588,Chelsea,Premier League,1
25,87,87,0.339,0.43,1.489,0.776,1.098,0.286,0.599,0.959,0.4,0.68,0.501,0.0,0.9545454545454545,0.8496380952380953,Atletico Madrid,La Liga,1
25,72,73,0.097,0.0,1.947,1.466,1.23,0.716,0.584,0.489,0.614,0.262,0.622,0.05,0.9090909090909091,0.8763625,Borussia Dortmund,Bundesliga,1
28,86,86,0.392,0.029,0.774,0.0,0.001,0.611,0.231,0.639,0.777,0.314,0.451,0.025,0.98,0.812778125,Juventus,Serie A,1
23,80,80,0.114,0.073,1.966,2.718,0.434,0.619,0.818,0.556,0.357,0.346,0.456,0.0,1.1224489795918369,0.8849476190476191,Chelsea,Premier League,1
22,74,74,0.143,0.253,0.538,0.367,0.254,0.897,0.511,0.726,0.686,0.534,0.755,0.0,1.0,0.842396875,Liverpool,Premier League,1
19,86,91,0.209,0.212,1.083,1.194,0.0,0.586,0.334,0.677,0.463,0.741,0.456,0.0,0.9523809523809523,0.796240625,Borussia Dortmund,Bundesliga,1
24,91,91,0.044,0.08,3.072,2.58,2.648,0.452,0.47,0.568,0.464,0.525,1.0,0.065,0.9693877551020408,0.7723031250000001,Paris Saint-Germain,Ligue 1,1
30,86,92,0.943,0.227,0.077,0.537,0.973,0.437,0.6,0.413,0.449,0.922,0.469,0.04,1.0714285714285714,0.780896875,FC Barcelona,La Liga,1
25,87,87,0.339,0.43,1.489,0.776,1.098,0.286,0.599,0.959,0.4,0.68,0.501,0.0,0.8909090909090909,0.8941250000000001,Juventus,Serie A,1
27,84,84,0.58,0.218,0.797,0.22,0.264,0.658,0.297,0.383,0.452,0.4,0.61,0.065,0.9090909090909091,0.806711111111111,Bayern Munich,Bundesliga,1
25,77,80,0.0,0.0,0.135,0.163,0.0,0.476,0.684,0.434,0.457,0.452,0.465,0.115,1.0526315789473684,0.8742825396825397,Bayern Munich,Bundesliga,1
31,79,79,0.129,0.041,0.728,1.378,0.802,0.337,0.492,0.496,0.512,0.324,0.522,0.49,1.0,0.806134375,Real Madrid,La Liga,1
29,71,72,0.006,0.092,1.805,1.519,2.526,0.669,0.258,0.326,0.412,0.769,0.772,0.035,0.9333333333333332,0.7950095238095238,Inter,Serie A,0
22,81,86,0.14,0.261,0.913,0.512,0.537,0.791,0.528,0.541,0.671,0.428,0.378,0.0,0.9545454545454545,0.7964873015873016,Atletico Madrid,La Liga,1
26,83,89,0.425,0.134,0.253,0.34,1.791,0.635,0.585,0.591,0.42,0.678,0.527,0.185,0.9090909090909091,0.854834375,Borussia Dortmund,Bundesliga,1
23,72,75,0.075,0.088,1.365,1.105,0.94,0.571,0.704,0.536,0.574,0.644,0.504,0.0,0.8909090909090909,0.9425718750000001,Juventus,Serie A,0
31,81,81,0.0,0.0,0.027,0.093,0.04,0.695,0.298,0.5,0.574,0.638,0.657,0.18,0.9090909090909091,0.8064218750000001,Borussia Dortmund,Bundesliga,0
33,85,88,0.109,0.301,0.696,1.031,0.0,0.431,0.604,0.686,0.643,0.783,0.742,0.465,0.9047619047619047,0.85884375,Paris Saint-Germain,Ligue 1,1
28,86,86,0.392,0.029,0.774,0.0,0.001,0.611,0.231,0.639,0.777,0.314,0.451,0.025,0.98,0.7877063492063493,Inter,Serie A,1
31,81,81,0.0,0.0,0.027,0.093,0.04,0.695,0.298,0.5,0.574,0.638,0.657,0.18,0.9545454545454545,0.7546843750000001,FC Barcelona,La Liga,0
30,86,92,0.943,0.227,0.077,0.537,0.973,0.437,0.6,0.413,0.449,0.922,0.469,0.04,1.1224489795918369,0.779646875,Arsenal,Premier League,1
23,84,84,0.038,0.18,1.331,0.238,0.111,0.688,0.554,0.456,0.647,0.49,0.587,0.0,1.05,0.8810625,Real Madrid,La Liga,1
35,70,74,0.391,0.056,0.0,0.622,2.985,0.636,0.458,0.768,0.484,0.705,0.59,0.39,0.9333333333333332,0.936003125,Juventus,Serie A,0
30,76,76,0.0,0.0,0.045,0.155,0.129,0.621,0.702,0.573,0.603,0.558,0.55,0.225,0.9090909090909091,0.927653125,Borussia Dortmund,Bundesliga,0
25,71,73,0.085,0.0,1.573,2.259,2.11,0.445,0.818,0.373,0.667,0.521,0.846,0.245,1.0,0.7783625000000001,Manchester City,Premier League,0
31,76,76,0.447,0.33,1.134,0.256,0.548,0.783,0.691,0.307,0.455,0.569,0.503,0.125,0.8909090909090909,0.88315625,Juventus,Serie A,0
38,87,89,0.125,0.242,2.366,1.503,0.572,0.605,0.663,0.402,0.678,0.43,0.645,0.27,0.9523809523809523,0.8871531250000001,Borussia Dortmund,Bundesliga,0
32,89,90,0.084,0.21,1.654,1.938,3.303,0.398,0.783,0.527,0.486,0.497,0.81,0.295,0.9545454545454545,0.773821875,FC Barcelona,La Liga,1
27,84,84,0.58,0.218,0.797,0.22,0.264,0.658,0.297,0.383,0.452,0.4,0.61,0.065,1.0,0.75296875,Liverpool,Premier League,1
26,78,88,0.013,0.049,1.785,1.356,1.3,0.307,0.435,0.826,0.986,0.374,0.675,0.265,0.9545454545454545,0.862134375,Real Madrid,La Liga,1
29,82,84,0.208,0.175,0.369,0.388,0.049,1.0,0.832,0.472,0.607,0.33,0.461,0.295,0.9090909090909091,0.9023625,Borussia Dortmund,Bundesliga,1
31,85,88,0.0,0.0,0.091,0.081,0.113,0.443,0.352,0.675,0.602,0.907,0.613,0.2,0.9523809523809523,0.8145174603174603,Bayern Munich,Bundesliga,0
32,88,90,0.0,0.072,0.911,1.361,2.138,0.135,0.452,0.653,0.732,0.716,0.491,0.36,0.9090909090909091,0.8709285714285714,Bayern Munich,Bundesliga,1
31,70,70,0.265,0.032,1.048,0.061,0.484,0.511,0.392,0.578,0.467,0.676,0.412,0.17,1.0,0.767309375,Liverpool,Premier League,1
29,71,72,0.006,0.092,1.805,1.519,2.526,0.669,0.258,0.326,0.412,0.769,0.772,0.035,0.9523809523809523,0.7191714285714286,Bayern Munich,Bundesliga,1
25,84,84,0.378,0.217,1.734,0.775,0.492,0.343,0.695,0.567,0.329,0.398,0.597,0.265,0.9545454545454545,0.803415625,Real Madrid,La Liga,1
26,81,81,0.0,0.0,0.0,0.049,0.039,0.489,0.462,0.543,0.592,0.399,0.659,0.0,1.0,0.81715,Borussia Dortmund,Bundesliga,1
23,89,89,0.188,0.285,1.467,1.053,1.115,0.619,0.705,0.621,0.664,0.584,0.63,0.0,0.9090909090909091,0.930496875,Borussia Dortmund,Bundesliga,1
25,84,84,0.378,0.217,1.734,0.775,0.492,0.343,0.695,0.567,0.329,0.398,0.597,0.265,0.9545454545454545,0.8015406250000001,FC Barcelona,La Liga,0
25,87,87,0.339,0.43,1.489,0.776,1.098,0.286,0.599,0.959,0.4,0.68,0.501,0.0,0.8909090909090909,0.8837650793650794,Inter,Serie A,1
29,79,81,0.047,0.012,3.098,1.752,0.551,0.556,0.656,0.545,0.518,0.334,0.593,0.02,1.0526315789473684,0.8863460317460318,Bayern Munich,Bundesliga,1
23,82,85,0.043,0.228,1.582,0.958,0.112,0.542,0.65,0.763,0.705,0.507,0.618,0.09,0.9523809523809523,0.9556460317460318,Bayern Munich,Bundesliga,1
35,71,74,0.098,0.037,1.351,1.749,2.12,0.441,0.576,0.666,0.544,0.811,0.598,0.345,1.0476190476190477,0.7990625,Manchester City,Premier League,0
23,75,75,0.485,0.262,0.552,0.51,0.497,0.487,0.418,0.55,0.787,0.351,0.555,0.0,0.8636363636363635,0.8931125,Paris Saint-Germain,Ligue 1,1
24,91,91,0.044,0.08,3.072,2.58,2.648,0.452,0.47,0.568,0.464,0.525,1.0,0.065,1.1224489795918369,0.7363656249999999,Arsenal,Premier League,1
25,72,73,0.097,0.0,1.947,1.466,1.23,0.716,0.584,0.489,0.614,0.262,0.622,0.05,0.9090909090909091,0.8763625,Borussia Dortmund,Bundesliga,1
22,79,79,0.078,0.052,2.988,1.242,0.419,0.621,0.65,0.275,0.689,0.459,0.59,0.0,0.8909090909090909,0.9163079365079365,AC Milan,Serie A,0
31,70,70,0.265,0.032,1.048,0.061,0.484,0.511,0.392,0.578,0.467,0.676,0.412,0.17,1.0,0.8405730158730158,Chelsea,Premier League,0
35,70,74,0.391,0.056,0.0,0.622,2.985,0.636,0.458,0.768,0.484,0.705,0.59,0.39,0.9523809523809523,0.8705952380952381,Bayern Munich,Bundesliga,1
30,74,81,0.396,0.249,1.513,0.0,0.273,0.737,0.694,0.473,0.754,0.611,0.309,0.23,1.0714285714285714,0.8369111111111112,Atletico Madrid,La Liga,1
35,92,94,0.071,0.106,1.585,0.739,2.353,0.394,0.745,0.496,0.477,0.686,0.735,0.34,1.05,0.7670125,FC Barcelona,La Liga,0
30,73,73,0.416,0.027,0.195,0.71,2.45,0.75,0.728,0.397,0.271,0.715,0.69,0.25,1.05,0.759684375,FC Barcelona,La Liga,1
20,84,90,0.054,0.18,2.317,1.137,0.99,0.406,0.652,0.539,0.507,0.578,0.643,0.02,1.0,0.8260500000000001,FC Barcelona,La Liga,0
27,74,74,0.087,0.039,2.22,2.232,1.672,0.345,0.918,0.809,0.523,0.493,0.889,0.005,0.9545454545454545,0.78793125,Real Madrid,La Liga,1
30,76,76,0.0,0.0,0.045,0.155,0.129,0.621,0.702,0.573,0.603,0.558,0.55,0.225,0.8909090909090909,0.9626396825396826,AC Milan,Serie A,0
26,79,79,0.611,0.027,0.0,0.347,2.532,0.364,0.343,0.47,0.363,0.762,0.48,0.0,1.1224489795918369,0.7042875,Manchester City,Premier League,1
33,85,88,0.109,0.301,0.696,1.031,0.0,0.431,0.604,0.686,0.643,0.783,0.742,0.465,1.0,0.8259062500000001,FC Barcelona,La Liga,1
25,86,86,0.029,0.251,0.403,0.785,0.0,0.768,0.62,0.639,0.785,0.496,0.409,0.095,0.9333333333333332,0.8770349206349206,Inter,Serie A,1
24,86,86,0.043,0.064,1.286,0.494,2.532,0.472,0.433,0.637,0.629,0.326,0.835,0.035,0.9333333333333332,0.850552380952381,Inter,Serie A,1
22,79,79,0.078,0.052,2.988,1.242,0.419,0.621,0.65,0.275,0.689,0.459,0.59,0.0,1.0,0.9009619047619047,Chelsea,Premier League,1
21,75,75,0.049,0.173,1.725,1.829,0.0,0.605,0.239,0.427,0.506,0.389,0.657,0.0,1.0,0.7607,FC Barcelona,La Liga,1
29,73,73,0.023,0.277,1.391,0.134,1.204,0.48,0.138,0.565,0.622,0.486,0.712,0.145,1.0,0.732375,Liverpool,Premier League,1
31,79,79,0.129,0.041,0.728,1.378,0.802,0.337,0.492,0.496,0.512,0.324,0.522,0.49,1.0476190476190477,0.784259375,Manchester City,Premier League,0
26,83,89,0.425,0.134,0.253,0.34,1.791,0.635,0.585,0.591,0.42,0.678,0.527,0.185,1.0,0.813584375,Manchester City,Premier League,1
31,76,77,0.586,0.0,0.301,0.685,1.989,0.513,0.209,0.646,0.533,0.548,0.569,0.16,1.0204081632653061,0.799346875,Borussia Dortmund,Bundesliga,0
24,77,82,0.024,0.266,1.126,0.791,0.0,0.8,0.582,0.733,0.724,0.73,0.593,0.055,1.0,0.88816875,Juventus,Serie A,1
24,87,94,0.608,0.091,0.501,0.368,1.669,0.869,0.747,0.534,0.603,0.815,0.568,0.11,0.9693877551020408,0.81266875,Paris Saint-Germain,Ligue 1,1
22,87,91,1.082,0.138,0.632,0.195,0.477,0.318,0.389,0.681,0.591,0.762,0.829,0.03,1.0,0.77395625,Borussia Dortmund,Bundesliga,1
25,72,73,0.097,0.0,1.947,1.466,1.23,0.716,0.584,0.489,0.614,0.262,0.622,0.05,1.0,0.8622,Manchester City,Premier League,1
23,75,75,0.485,0.262,0.552,0.51,0.497,0.487,0.418,0.55,0.787,0.351,0.555,0.0,1.0,0.8337375,Liverpool,Premier League,1
19,86,91,0.209,0.212,1.083,1.194,0.0,0.586,0.334,0.677,0.463,0.741,0.456,0.0,1.0476190476190477,0.7743656250000001,Liverpool,Premier League,1
26,78,88,0.013,0.049,1.785,1.356,1.3,0.307,0.435,0.826,0.986,0.374,0.675,0.265,1.0,0.8433843750000001,Arsenal,Premier League,1
31,75,75,0.0,0.0,0.039,0.0,0.0,0.413,0.634,0.517,0.647,0.548,0.655,0.22,0.9523809523809523,0.8880619047619047,Bayern Munich,Bundesliga,0
31,85,88,0.0,0.0,0.091,0.081,0.113,0.443,0.352,0.675,0.602,0.907,0.613,0.2,1.0,0.76948125,FC Barcelona,La Liga,0
25,70,73,0.127,0.285,2.091,1.249,1.946,0.867,0.618,0.52,0.433,0.516,0.311,0.07,1.1578947368421053,0.842928125,Arsenal,Premier League,0
23,79,81,0.431,0.021,1.139,0.136,1.787,0.576,0.395,0.299,0.477,0.692,0.815,0.095,0.8909090909090909,0.83708125,Juventus,Serie A,1
24,79,81,0.348,0.146,0.751,0.371,2.224,0.511,0.333,0.561,0.471,0.735,0.553,0.0,1.0,0.8265428571428571,Chelsea,Premier League,1
26,83,89,0.425,0.134,0.253,0.34,1.791,0.635,0.585,0.591,0.42,0.678,0.527,0.185,0.9545454545454545,0.882334375,Real Madrid,La Liga,1
32,88,90,0.0,0.072,0.911,1.361,2.138,0.135,0.452,0.653,0.732,0.716,0.491,0.36,0.8636363636363635,0.855721875,Paris Saint-Germain,Ligue 1,1
26,80,83,0.611,0.129,0.023,0.0,0.418,0.58,0.602,0.843,0.862,0.71,0.574,0.0,0.9090909090909091,0.9011238095238095,Bayern Munich,Bundesliga,1
22,79,79,0.142,0.0,0.957,2.334,2.695,0.399,0.647,0.723,0.641,0.206,0.776,0.005,1.0,0.834884375,Arsenal,Premier League,1
25,77,80,0.0,0.0,0.135,0.163,0.0,0.476,0.684,0.434,0.457,0.452,0.465,0.115,1.0315789473684212,0.88383125,Juventus,Serie A,0
25,70,73,0.127,0.285,2.091,1.249,1.946,0.867,0.618,0.52,0.433,0.516,0.311,0.07,1.105263157894737,0.8679281249999999,Real Madrid,La Liga,1
26,79,79,0.611,0.027,0.0,0.347,2.532,0.364,0.343,0.47,0.363,0.762,0.48,0.0,1.1224489795918369,0.7089750000000001,Liverpool,Premier League,1
24,77,82,0.024,0.266,1.126,0.791,0.0,0.8,0.582,0.733,0.724,0.73,0.593,0.055,1.0714285714285714,0.8505809523809524,Atletico Madrid,La Liga,1
23,82,85,0.043,0.228,1.582,0.958,0.112,0.542,0.65,0.763,0.705,0.507,0.618,0.09,0.9523809523809523,0.9556460317460318,Bayern Munich,Bundesliga,1
22,74,74,0.143,0.253,0.538,0.367,0.254,0.897,0.511,0.726,0.686,0.534,0.755,0.0,1.0,0.7908343750000001,Manchester City,Premier League,1
24,91,91,0.044,0.08,3.072,2.58,2.648,0.452,0.47,0.568,0.464,0.525,1.0,0.065,1.0,0.8149507936507937,Inter,Serie A,1
23,89,89,0.188,0.285,1.467,1.053,1.115,0.619,0.705,0.621,0.664,0.584,0.63,0.0,0.9545454545454545,0.908246875,Real Madrid,La Liga,1
33,85,88,0.109,0.301,0.696,1.031,0.0,0.431,0.604,0.686,0.643,0.783,0.742,0.465,1.0,0.8259062500000001,FC Barcelona,La Liga,1
28,74,81,0.1,0.099,2.75,1.136,1.593,0.528,0.644,0.949,0.777,0.504,0.461,0.19,1.0714285714285714,0.8016761904761905,Atletico Madrid,La Liga,1
26,86,94,0.045,0.017,1.978,1.468,1.778,0.65,0.691,0.793,0.62,0.4,0.534,0.0,1.0,0.9171492063492064,Inter,Serie A,1
27,79,82,0.042,0.086,1.289,1.495,1.279,0.565,0.578,0.838,0.457,0.859,0.516,0.11,1.0714285714285714,0.8948625,Real Madrid,La Liga,0
23,74,78,0.0,0.013,1.041,0.946,1.031,0.563,0.633,0.561,0.772,0.415,0.462,0.085,0.8909090909090909,0.944679365079365,AC Milan,Serie A,1
21,79,84,0.057,0.086,1.12,0.81,0.511,0.633,0.899,0.669,0.329,0.791,0.481,0.075,1.0,0.82363125,Arsenal,Premier League,1
37,81,86,0.0,0.0,0.105,0.043,0.0,0.709,0.704,0.556,0.423,0.387,0.602,0.535,0.98,0.9232063492063491,AC Milan,Serie A,0
35,92,94,0.071,0.106,1.585,0.739,2.353,0.394,0.745,0.496,0.477,0.686,0.735,0.34,1.0,0.8370124999999999,Borussia Dortmund,Bundesliga,1
29,86,90,0.126,0.054,2.247,1.579,3.307,0.59,0.678,0.385,0.655,0.347,0.611,0.255,1.0315789473684212,0.9079825396825396,AC Milan,Serie A,1
28,72,78,0.0,0.0,0.082,0.0,0.067,0.488,0.337,0.617,0.62,0.32,0.584,0.175,1.1224489795918369,0.8092125,Arsenal,Premier League,1
31,85,88,0.0,0.0,0.091,0.081,0.113,0.443,0.352,0.675,0.602,0.907,0.613,0.2,1.0476190476190477,0.8335650793650793,Chelsea,Premier League,0
23,72,75,0.075,0.088,1.365,1.105,0.94,0.571,0.704,0.536,0.574,0.644,0.504,0.0,1.0,0.9356142857142857,Chelsea,Premier League,1
26,78,83,0.378,0.072,0.406,0.51,0.727,0.433,0.374,0.386,0.593,0.887,0.485,0.0,1.0714285714285714,0.8309555555555556,Atletico Madrid,La Liga,1
35,70,74,0.391,0.056,0.0,0.622,2.985,0.636,0.458,0.768,0.484,0.705,0.59,0.39,1.0476190476190477,0.8349031250000001,Liverpool,Premier League,0
25,87,87,0.0,0.0,0.111,0.129,0.075,0.318,0.648,0.508,0.461,0.551,0.669,0.0,1.105263157894737,0.8303906249999999,Real Madrid,La Liga,1
30,73,73,0.416,0.027,0.195,0.71,2.45,0.75,0.728,0.397,0.271,0.715,0.69,0.25,1.05,0.808434375,Real Madrid,La Liga,1
37,90,92,0.374,0.19,0.0,0.051,1.985,0.463,0.674,0.688,0.648,0.812,0.509,0.3,1.0204081632653061,0.894578125,Borussia Dortmund,Bundesliga,0
22,87,91,1.082,0.138,0.632,0.195,0.477,0.318,0.389,0.681,0.591,0.762,0.829,0.03,1.05,0.8695968253968254,Atletico Madrid,La Liga,1
22,79,79,0.078,0.052,2.988,1.242,0.419,0.621,0.65,0.275,0.689,0.459,0.59,0.0,0.9545454545454545,0.8502507936507937,Atletico Madrid,La Liga,1
36,78,78,0.289,0.032,0.308,0.428,0.823,0.62,0.618,0.516,0.308,0.848,0.605,0.335,0.9333333333333332,0.90294375,Juventus,Serie A,0
20,80,84,0.241,0.094,1.58,0.702,0.94,0.616,0.737,0.795,0.741,0.646,0.601,0.0,0.98,0.9190375000000001,Juventus,Serie A,1
31,79,79,0.129,0.041,0.728,1.378,0.802,0.337,0.492,0.496,0.512,0.324,0.522,0.49,0.9523809523809523,0.8175063492063492,Bayern Munich,Bundesliga,1
25,87,87,0.0,0.0,0.111,0.129,0.075,0.318,0.648,0.508,0.461,0.551,0.669,0.0,1.1578947368421053,0.788203125,Liverpool,Premier League,1
26,84,92,0.139,0.103,0.747,0.454,0.941,0.384,0.688,0.648,0.42,0.577,0.732,0.0,0.9523809523809523,0.8559285714285714,Bayern Munich,Bundesliga,1
25,70,73,0.127,0.285,2.091,1.249,1.946,0.867,0.618,0.52,0.433,0.516,0.311,0.07,1.105263157894737,0.834803125,FC Barcelona,La Liga,1
32,85,86,0.384,0.244,1.01,0.436,0.843,0.544,0.452,0.767,0.562,0.366,0.358,0.425,0.9545454545454545,0.8922375,FC Barcelona,La Liga,0
32,88,90,0.0,0.072,0.911,1.361,2.138,0.135,0.452,0.653,0.732,0.716,0.491,0.36,0.8909090909090909,0.8618714285714285,AC Milan,Serie A,1
